KODEX 200,TIGER KOSDAQ150,TIGER S&P500,TIGER SYNTH-EURO STOXX 50(H),ACE Japan Nikkei225(H),TIGER CHINA A300,KOSEF 10YKTB,KBSTAR Credit,TIGER SYNTH-HY(H),KODEX Gold Futures(H),TIGER WTI Futures,KODEX INVERSE,KODEX USD Futures,KODEX USD Futures Inverse,KOSEF Enhanced Cash
0.9997298975789929,1.2728465357049843,1.1070295903434098,0.9561778761153025,1.11105884984083,1.1692980955223569,1.1002206754531298,0.9866854715256002,1.001546913495258,0.8640313766532141,1.32446252279334,0.90749785237496,1.094866899097062,1.0213830889919187,1.0231835846523218
0.880514369795907,1.4355159097405965,0.9588067034090776,1.118031791578775,1.035389388178101,0.7826935732176,0.9671885608855919,0.9800559081192937,1.02837992052312,0.8737578946014862,0.78361414299736,1.214267821478496,1.1949931756798147,0.9263896787618154,1.0181882957149444
0.9216785557467181,1.37827277540314,0.689909429237,0.911227085026375,0.9987278326823802,1.1875701290833378,1.0001976698286146,0.9816307031784751,1.007656038477317,0.90323544733851,1.23121641509872,0.9720174812135041,1.0737450725695936,0.8922872388253824,1.0226826649906076
0.8014938043308,0.8084911243586222,1.1677248192949252,1.1287633006440003,1.3362193802743199,0.7313450079982501,1.0712525182986639,1.0042002695805696,0.974182969049472,1.0525012446462079,0.834962735371926,0.9392989550563682,1.2504339930356734,0.8832323219283306,1.02023841856176
1.0014924691056,1.1169901582015018,1.1261970591145558,1.2807264481370113,1.0748851794574659,1.0429031072271608,0.9231323171568602,0.9645951311825653,1.0175998129094157,1.2229997015604186,0.8488673556696901,0.9948794705359508,0.8589674761042368,0.8037687383620273,1.0220716247891293
0.89151485555889,1.2167527721147255,0.9879727153606379,1.3240251742957718,1.3422553455349922,1.0146806464058882,0.9566854001580448,0.9977189062214681,0.91092181180416,0.942755863745124,1.038451023712746,1.1069151743728,1.0449479697388082,0.8259812440330753,1.045861521544455
1.2145939442692824,0.85117776076905,0.8131264669900008,0.9077835492534599,1.171244995710417,0.9473234010961067,0.9416485762632696,0.997062032064949,0.9819368485495922,0.951423619064724,1.7082269471669906,1.1292961538877824,1.2806459182282284,0.8924503896,1.0288970171339245
0.8942736997206847,1.3181704788150712,1.0873105328294548,1.5771311494654319,1.3747163606517598,0.7495677986573002,0.8941047508519799,0.9948688113805055,0.8956899991795199,0.914013826062248,1.03075432932393,0.8928649860996452,1.093036583588198,0.8789036346337056,1.0259445367540099
0.7528336575275041,1.37031691642254,0.8101846872066948,1.52355199098366,1.220560909838928,0.6800182429669409,0.9754664574960902,1.0381511768853942,1.0475453034660065,0.9709106085303453,1.3771452303884353,0.943689948505668,0.9976021269847543,0.8643474617926672,1.0196283610744994
1.0681259910755436,1.0286669410460585,0.7856760997649214,0.8865682533938158,1.7238775114428002,1.070110448465568,0.9216994276556189,0.9936121064862602,0.9736226592639999,0.9483418810725601,1.0293541110030622,1.0482601541748506,1.11576938598048,0.9526614469876,1.0293046386422795
0.9300391211307197,0.8664906988403819,0.8839391945999999,0.9964702212572673,1.4122002772108035,0.7758136676107258,1.0107030357098261,1.0333734366404357,0.9238633970582014,0.8738971262143488,0.8509640326830998,1.01960720214552,0.8530537121463841,0.9343444305743345,1.0309313795040866
0.8725559038934401,1.242093616722816,1.3311925883797635,1.1230448096671648,1.0869315387860161,0.8330947136203694,0.8989807239085609,0.9811765957454999,0.9685788462437939,1.0064172969519103,1.3438962685412352,1.168720474563681,0.98097519435768,1.0441130627629758,1.0226712160647837
1.288533669666355,0.7944854974447608,1.2291958010142714,1.2140385690151678,1.4297432722234797,0.7445371062684984,0.8849673362393656,1.017341939458253,1.091621452164507,1.0338562729555199,0.9770789740238018,1.1071577559522479,1.034331505499859,0.8512883023405501,1.0216588190713631
0.9757641176521992,2.3471667814103605,1.0725829550635289,1.144887791356109,1.0790718889165822,0.7980288283967999,0.9990387317734563,1.0745306029931088,0.9959911649955143,0.8415998370655928,1.1075701636222497,0.9832232056205521,0.92029053752125,1.0995223918777886,1.0282515639068484
1.1062835673133862,1.1606997514772233,0.8791043749488002,1.2411730606132618,1.2215266612982998,0.944178640405229,1.189428393426874,1.0182950994809916,1.0528251767218677,0.8026499192595841,0.7399731630882648,1.0960111355650644,1.0633239811521602,0.921992420349,1.0189218879468287
1.0073146733429026,0.8939640530904301,1.1345993002047599,1.0867643045776512,1.2386376322434145,0.9221992324046066,1.0412003150433877,0.9413410392985202,0.9210964974917706,0.9428524384832172,0.7706091742387038,1.0321983844827842,0.9593767897959959,0.8396610079483584,1.0432798417749891
1.14980111202132,1.7277369826424578,1.0802760924790242,0.9706244479574759,1.112055308812344,1.0063198626102,0.9554104779272066,0.9776276258778901,1.0850556607321284,0.8898473805484032,1.064676643855661,1.1631564400377838,0.8900804840661601,0.8468071963259999,1.0380256126904306
1.0671748658286926,0.7884137641850925,0.8843991192660897,0.9941979646216799,1.7361603123867602,0.8002005606418721,0.9661672350420478,1.0222913152983648,1.042666853341344,0.7560976186267434,1.1023529098926719,1.1055786693474816,0.9171602636661697,0.987386729457205,1.01306111113424
0.9589969751653621,0.8208513031273345,1.0885463804121271,1.2774794559916087,1.1905824137478012,0.6645336257145382,1.0374415492706497,1.1191406573325,0.943041938516405,0.77608489663848,0.9944219515704621,1.1269935528849646,1.365031707925536,0.7946585806078921,1.036566100284659
0.9660908023779868,1.511030647027541,1.0830785258513478,0.9239629323575039,1.1665610937154673,0.99248152107312,0.9565604289672759,1.051668333028698,0.8925643839637999,0.932181230435093,0.7154325264161536,1.26758657255464,0.8525306782053599,0.9576449708387773,1.0265358887784215
0.9992148301871999,1.234141958710024,1.2011418186713085,0.9820970168389546,0.9925192496583002,0.855159078049556,0.9441162663534459,1.0251905492084001,0.9058435792681365,1.143996672389175,1.373757742984877,0.9119684486078881,1.0152177683373793,1.1338989526957284,1.02928097272
0.9152399941869601,0.922760506613946,0.762226031697354,1.50627898960704,1.2757949038757521,0.7558428146627552,1.074649498092528,1.0551241788850225,1.030637356875,0.8902968581263679,0.8959182821347501,1.0234556535138002,1.1379507324712017,0.9963407048009184,1.0256863188125376
0.8106003346600656,1.037113934883048,1.0476363862993052,1.2709311004341952,1.0873430778139879,1.2068040126908302,1.024085349616977,1.035806718984867,1.0006283496197443,1.2803666951848498,0.8431342034446369,0.98347739480424,1.227351262254348,0.8178151974427916,1.0364651570575678
0.814562348497632,1.3391924437219327,1.128131010241536,1.09878398951328,1.0525932517132033,0.7903026224139904,0.9953301934661739,0.9627927198948433,1.0317368804630398,0.7909071292584,0.7656827774101659,0.97895229938112,0.9760407675891838,1.1098572131130715,1.0278626869470957
1.0831515978922632,0.8495694069527807,0.9839154909886848,1.0844450074430563,1.2646856142226799,0.7212200694714002,1.0343336327006976,0.9868431553075201,1.1057118757173912,0.997715786266112,0.7892612237607551,0.8776401502722045,1.0570004149850305,1.022300544738054,1.0218639876732567
0.680453892678846,1.2502688889230538,1.0965543911617583,1.130433671864196,1.3922617685569452,1.20737157080904,1.092280807404864,0.9929284644147455,0.9277538065754902,1.1442450982273502,0.8968081353730128,1.073497611502145,1.208114237554848,0.7871438067684201,1.0254000179119893
1.2131772798976137,0.984979474494093,1.0217189532606001,0.9727642772639999,1.485866649382814,0.813445061480766,1.000264635150065,1.046429395748352,1.1203585219547998,1.1233750587332,1.040204853250704,0.9719387374891537,1.18524936758904,0.9050346707023441,1.0280723239750886
1.1007912106571833,1.2441157355264,1.1526338453956881,1.007642140585632,1.0313020950310474,1.0561590653250001,0.997973988884964,1.0602501553129668,1.063026663207796,1.1217308465072713,1.4342867920697397,0.8828484881114305,1.1023081804612402,0.839813813510616,1.0387300419224064
1.2052836513490046,0.9336603460881375,0.985897037942154,1.4565132370650242,1.0294500585407038,0.8298014932941008,1.0246460341219163,0.9838387173039361,0.963804125398158,0.8140423928528896,1.0386720934109521,0.8487688978953396,1.1884139967985201,0.9257897569898667,1.0317544720399199
0.7172015730599808,0.9573925242745247,1.118572778023005,0.777949038928656,1.2921024182589338,0.8814405251093761,1.11252699586692,0.9923893964920321,0.984075536941056,1.1009178438078242,1.0256352926054402,1.1390624113278642,1.0755719616320325,1.0629868201260002,1.0286791745378578
0.84499329733104,2.0167932337797505,1.0298168382651862,1.0860599148925092,1.0604280262498562,0.794372253755036,0.9496055076841081,1.00452373325668,0.9798923305584001,0.9121486359203065,0.9213964643158417,0.9669991941030277,0.9250889184485874,0.770188947281325,1.0191176372000064
